,texts,labels
2343,hey i wa just about to respond to his post when i read your equally retardedmacho post anybody trying to be macho about waterboarding deserves it you want me to call him out on it too i did not know i had to or that calling him out had any significance to your own post,0
2344,oh and you live in california lotta douchebags out there,0
2345,well if we did that id use a condom for it how very manly of you,1
2346,i jus hope it true that missin me co i am really missin him you have not done anything to feel guilty about yet,0
2347,that we we are having fun,1
2348,we are gon na go get some taco,0
2349,so you went out with an eastend nutterlol,0
2350,the princess bride,0
2351,so are you,1
2352,hey come online use msn we are all there,0
2353,you lameo,0
2354,yeah i know,1
2355,kinda hot,1
2356,so how are you in the comp,1
2357,symptom when u are in love 1u like listening song 2u get stopped where u see the name of your beloved 3u will not get angry when your,0
2358,did u receive my msg,0
2359,you want to come over,1
2360,alright that shall work thanks,0
2361,baby pls be online i really want to talk to you or just leave a messege on my i mail i am just having problem right now really sux i need to talk to you,1
2362,ya that one is slow a poo,0
2363,yes you are to me,1
2364,book wa kinda boring,0
2365,no i wish,1
2366,you want me to slide that in your pussy,1
2367,the opening of saw one what the fuck where the fuck who the fuck are you,0
2368,still in the area of the restaurant i shall try to come back soon,0
2369,let me come kiss you sunday,1
2370,i am not afraid to admit that i wa a fan of slice i said a soon a shamrock weighed in at 2065 that a lighter fighter would be the most dangerous scenario for an inexperienced gorilla like kimbo i never had any illusion about him i thought that at best he had have a 104 or 126 record at 38 slice ha never even had an amateur career and he going up against guy who have been doing it their entire life he wa supposed to be fighting tomato can everybody demanded that he fight stiffer competition to justify the personna that elite xc manufactured or magnified for him i was not a supporter because i bought into that hype the fight world and entertainment in general ha always been plagued by that kind of hypocrisy good fiction outsells reality in every genre,0
2371,so what would you rather be doing,1
2372,hey sorry i had to go get my camera out of my truck,1
2373,one of my favessaw,0
2374,if we take a showere togethere at the hotel,1
2375,love it the girl at the office may wonder why you are smiling but sore,0
2376,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic,0
2377,unless you would want to do something else,1
2378,cool what you have,1
2379,only if you promise your getting out a soon a you can and you shall text me in the morning to let me know you made it in ok,0
2380,i am not spying,1
2381,but you we will become an incredible lady soon,1
2382,good keep it that way,1
2383,of course what a great movie cannot believe it wa banned for so long i see worse on the news a what an ending,0
2384,no i am not,1
2385,i like sticky,1
2386,wa just about to ask will keep this one maybe that is why you did not get all the message we sent you on glo,0
2387,where you want them,1
2389,you like those,1
2390,yeah that is deffinetly what is known for around here i actually had a science teacher that had graduated from there he wa like 26 or 27 and he loved it good luck,0
2391,umm i cannot until like 530 or 6,1
2392,i had sex for the first time when i wa 1to girl usually wait 1 or to more year the thing i knew is that when i wanted this very pretty girl we we are girlfriend and boyfriend and i did it with here and i am so happy i did,1
2393,what the old guy have you date,1
2394,hey i am moving back to socal this summer i go to the university of miami saw that you went to ohio state cool well get back to me when you can be safe in the rain i miss socal a lot ramiro,0
2395,that is not v romantic,0
2396,so you will be eating the freedom fry no continental europe is not having any war with europe nor is uk maybe just crazy uk expat mercenary but the limey we are always pirate considering that the u military ha spent the last 60 year fighting 3rd world military it would be interesting to see what happens when they invade russia i would not but i have been raised with story from where we did it last time,0
2397,i miss you so much i am so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you,0
2398,hey gorgeous man my work mobile number is have a good one babe squishy mwahs,0
2399,ha a guy ever jacked off in front of you,1
2400,lol both hillary and obama speaking at aipac tomorrow and she want to have a private sitdown meeting with him hahaper andrea mitchell,0
2401,you do not have a cam,1
2403,when doe your dad leave,1
2404,i place all ur point on e culture module already,0
2405,i still will do,1
2406,can you email me some,1
2407,tyler getting an 8th ha to leave not long after 9 can you get here in like an hour,0
2408,what do you want to do,1
2409,do not search love let love find u that is why it called falling in love bcoz u do not force yourself u just fall and u know there is smeone to hold u bslvyl,0
2410,yes nigh you cannot aha,0
2411,thanks for that nugget of brilliance dujac to expound and make a predictive statement on that chinese subsidy and such are due to drop significantly after the olympics so you should probably see a quick jump up in oil during the olympics and then a drop that will continue a world demand stay low,0
2412,going to take your babe out,0
2413,hey company elama po mudyadhu,0
2414,do tell i would simply say that i am tire of having my patriotism questioned in such a manner,0
2415,hi can somebody pls give me any science fair idea for high school ppplllleeeeaaaassssseee i badly need it right now thanks,0
2416,ok lor then we go tog lor,0
2417,hi di is yijue we are meeting at 7 pm at esaplanade tonight,0
2418,i see you later baby if you see you go up to me and hug me and kiss me ok i am love you baby,1
