text,labels
I can't wait,1
i got to go,1
you  look young,1
you like eh?,1
you want to come sat at to?,1
are you on the piull?,1
no cause i am going to prettend like if i am looking for a adrres baby,1
i am not weird too,1
"just nothing like hard core,none of that crap",1
ok where you want it,1
have to cum to my place,1
i wish i cud call u,1
hi baby love,1
no went to here house,1
and then whos going to tell me how to go to the back,1
that is y i was telling you yestarday to give me your  # so i can call u,1
you SEND your  S,1
so what city are you in ?,1
i will wright it down this time laugh,1
What's your  height?,1
k go ahead and get ready,1
what are you  going to do when you see me,1
but it kinda hurt a little,1
did you  go to bed horny,1
what happened ?,1
so tell me you live close to a store,1
i just want to see your  pic first is all,1
you lookin to hook up when you chat here huh? (I'm looking to keep pervs away from kids.),1
does he talk to you???,1
just because i am laugh,1
what would you want to do?,1
what do you want to do,1
we will you be on later if i get done soon?,1
so what you have in mind?,1
i can't do it this wek,1
is that new?,1
i will try to be on tomorrow. do you no about what time you might be?,1
so you chat here alot?,1
i don't want to tell you exacty yet tho,1
" do you  believe in ""saving"" your  self for marriage? (This is pervinese for ""Do I have a chance at molesting you?)",1
would you do that for me,1
a guy puts his hard dick between your breasts and goes in and out ti will he cums all over them or your face,1
see you  gata watch guys because  most are not ready to settle down until they are like to3 or older,1
if you were,1
just because i don't relly no u,1
go down on you  get your pussy real wet,1
we will you be on later,1
so do you have a boyfriend?,1
i guess we'll have to wait until they are gone,1
well we we will find a place togethere then,1
regulaare i guess laugh,1
that is ok most people do,1
are you  upset with me now,1
are you  shy about being naked,1
you still will want to do it?,1
later in the week probably i gess,1
would you to mine?,1
cause I am cyourious (blushing emoticon),1
is that better,1
i do but you know how it is when peeps ask to borrow and they suddenly forget where i live (I saw this guy's photo. It's probably best that he doesn't have a webcam.),1
is your computer in your room,1
won't be scared?,1
ok that sound kewl,1
i wish you would not have said you might come today instead of sat,1
i am neaare columbus,1
what do you consideare wierd?,1
we will you be waiting for me outside,1
hey what time,1
like when i first got ther?,1
ok what you  like to do on the net then,1
i will go online when i get hom from school right away,1
i am not bussy but my comp is real slow and i don't know  y,1
i can't i told u,1
its a road,1
did you work it in and out?,1
i want to see it,1
hang on i will get it,1
" is that all you are wearing? ( Yes, asshole, so many kids sit around in panties and NOTHING ELSE, you  fucking bet )",1
or just when your parent leave,1
what do you  mean by right guy???,1
what if you don't like me?,1
so i can go get oyour  Mikes!,1
put your hand undeare top and rub on them,1
just figyouring that is what you meant,1
yeah i think so,1
i got your  messages and that sounds good but you can't come to my house because my moms off work to,1
do you  live close to a store,1
"tell you what,",1
cyourious is all,1
so what you up to now?,1
i am relly glad,1
Black fully loaded,1
no you  would love it,1
well i relly live in mira loma,1
guys love it when you swallow it,1
so i just wanted to know how much you  can handle,1
arnt you scared id cut u,1
would you  like to do that?,1
it is about an hoyour  from me not that far,1
what time you  get out???,1
"13 sweet,i want to see a pic,not nude just a pic,laugh(13 sweet??? WTF. This guy is really a predator.)",1
so what do you like to do for fun?,1
so tell me when do you  want to do this,1
theres only one way to find out,1
it's not your fault,1
i can't stay on to much longeare my moms coming home soon,1
laugh its ok,1
laugh i don't want to say,1
i am not tellin you yet silly,1
what makes you so sure?,1
now let me ask you why you want to call me so i can get all hot and wet over the phone,1
i don't know where it would feel good,1
lets party (He wants to party with a 13 year old. There have GOT to be better things he can do with his time.),1
" oh, i need to tell you that when you tyourn on to *edited* it tyourns into my road",1
i have to think about that then,1
what is around the mcdonalds that you were at?,1
quit playing girl,1
why can we doit before too,1
wasnt it wierd?,1
then its a date call me,1
he is just looking for a pice of ass then be careful(But then again so are YOU.),1
we are going to get to know remember that why i am asking for your  #,1
think you will like it?,1
i don't know  you  want me to do that to you so you we will know how it fell,1
hi hi katie,1
i know baby me too,1
my mom gets home pretty early,1
its a good thing,1
ok tell me why,1
se tell i want to see you  baby,1
maybe means NO right?,1
just because i am exciting,1
you  want to try for like 1to or 1 in the afternoon,1
why you ask me if i have a accent baby,1
and then i am going to kiss you  all over your lovely body baby,1
ok you are not to far from me,1
just trying to figure you  out,1
its gonna be to hard the rest,1
so maybe i can pick you up one of this days,1
talkin to u,1
teach you  new things,1
where would we go,1
me too i want to meet u,1
i don't know much laugh,1
who's tghe othere boy,1
well i would not tell them,1
naughty game huh?,1
i am just letting you  know,1
they all want to have sex,1
do you have a pic???,1
yeah i am,1
i just moved here,1
tats sooo sweet,1
can you bring it with you then,1
no the othere one is the person who is here also but she is out for the night I think,1
are you  horny now?,1
" k, i appreciate the honesty",1
can wait for what baby,1
when can you come over,1
you sure you 13? (Positive!),1
ok you  tell me when to call u,1
like that we can meet there,1
hmmm not sure where that is,1
were is your parent,1
i kinda like my thong,1
not afraid to get naked?,1
you don't care,1
i knew it,1
i will let you no tomorrow because she is gone now,1
you can give it to me again,1
but i still will love you,1
then as we were walking along the wateare I would stop and tyourn to you  and look into your sexy brown eyes and then kiss you  gently on your lips   would you like that ?,1
dick in you for a split second,1
wait til you orgasm,1
how tall are you? and how much do you wiegh?>,1
y are you in such a hyourry,1
when do you  want to lose it???,1
I can make it fun,1
how old ryou again?,1
you like it here?,1
so i guees i talk to you tomorrew,1
what does it has baby,1
good idea though,1
in what town?,1
there going out of town this weekend tho,1
obviously i didnt,1
get you  in some lingerie,1
why are you  up so late???,1
i like that,1
when i get booted i am afraid you won't be here when i am back online,1
good i was just checkin,1
i want to make sure your  not like 80 or something,1
i can be there 5,1
workin on my tan laugh,1
Cat you have a real sexy voice laugh I hope you thought mine was too i miss you  I hope you we will talk to me again,1
" i have to cut my hair ,its getting to long (Haha, ok so I suppose none of you  care, but I did this chat over a year ago, and really haven't looked at it since. after I read this line I said to myself ""Get a haircut, hippie!"" And then I read my next line. Man I need to get new jokes.)",1
well my ex liked them,1
or only over the net?,1
ok where is your boyfriend,1
just thinking about going to bed laugh,1
remember about that tyourn in *edited* that tyourns into my street,1
what cross street,1
you would know what to do or id show u,1
i think i we will beat it,1
so i can jjust start heading up there ahead of time,1
we;ll have to try,1
where did you go laugh,1
your  helpin a freined that is nice,1
so if i came over now,1
i thought you were gonna go to my door,1
i was hopin if you did you still will saw thenm,1
you like me questioning you?,1
just checkin out your  comfort zone (Yep. Classic perv move.),1
just for a weekend now,1
ok the give me your adrress,1
just got in from washing the car,1
i'd rather play with u,1
what you  did,1
" what do you want to do?(Put it on the kid. Test her, feel here out. Straight from Perv 101)",1
you like beeare or liquor?,1
" with the puppy(Have you  noticed he leaning on the puppy angle? Have you  ever seen those videos for kids, warnign them about strangers and them using things like ""I lost my puppy, we will you  help me find him?""? Same concept)",1
"well just chatting to a friend,we  might go have a drink,just still will early you  know,so chillin for a few",1
yeah i we will  sent you  more photos next time,1
you  problably havn't had sex before,1
oh cool you  would like it,1
would you  be able to call me later,1
"i am going to call my bud now,have fun tonight",1
yeah i am,1
were you goin to a store neaare me anyway,1
ok you remembered laugh,1
would you screw?,1
is it attractive???,1
I think you are fun to talk to,1
